2009-04-08	15:00	2	kolegij_108	00108
2009-04-08	15:00	2	kolegij_049	00049
2009-04-08	15:00	2	kolegij_058	00058
2009-04-08	15:00	2	kolegij_056	00056
2009-04-09	09:00	2	kolegij_064	00064
2009-04-09	09:00	2	kolegij_083	00083
2009-04-09	09:00	2	kolegij_070	00070
2009-04-09	09:00	2	kolegij_066	00066
2009-04-09	09:00	2	kolegij_040	00040
2009-04-09	12:00	2	kolegij_009	00009
2009-04-09	12:00	2	kolegij_024	00024
2009-04-09	15:00	2	kolegij_010	00010
2009-04-09	15:00	2	kolegij_031	00031
2009-04-10	09:00	2	kolegij_095	00095
2009-04-10	09:00	2	kolegij_073	00073
2009-04-10	09:00	2	kolegij_030	00030
2009-04-10	09:00	2	kolegij_084	00084
2009-04-10	09:00	2	kolegij_017	00017
2009-04-10	09:00	2	kolegij_098	00098
2009-04-10	09:00	2	kolegij_075	00075
2009-04-10	12:00	2	kolegij_096	00096
2009-04-10	12:00	2	kolegij_112	00112
2009-04-10	12:00	2	kolegij_090	00090
2009-04-10	12:00	2	kolegij_012	00012
2009-04-10	12:00	2	kolegij_078	00078
2009-04-10	15:00	2	kolegij_094	00094
2009-04-10	15:00	2	kolegij_065	00065
2009-04-10	15:00	2	kolegij_091	00091
2009-04-10	15:00	2	kolegij_046	00046
2009-04-10	15:00	2	kolegij_041	00041
2009-04-10	15:00	2	kolegij_114	00114
